ID,Nombre,Clasificación,Proceso,Periodicidad,Sentido,Fórmula,Responsable,Fuente
Med 4.2,Estudiantes virtuales posgrado antiguos - Medellín,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 5,Total Estudiantes virtuales antiguos-Antioquia,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 6,Ingresos Educación para la vida,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 7,Satisfacción NPS,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 8,Tasa de permanencia ,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 9,Satisfacción SSI ,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 10,Total ingresos sede,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 11,EBITDA sede,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 12,Ejecución Presupuestal ,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 13,Eficiencia OPEX ,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 14,Cumplimiento proyecto Certificación SGA - medellín,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 15,Cumplimiento del Plan Anual,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 16,Convenios con impacto en ingresos adicionales,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Med 17,Medición Clima organizacional Sede - Great Place t,✅,✅,✅,✅,❌,❌,Indicadores por CMI
10.1,Acreditación Institucional - Fase I,✅,✅,✅,✅,❌,❌,Indicadores por CMI
13.1,Diseño del Modelo de Experiencia Institucional - F,✅,✅,✅,✅,❌,❌,Indicadores por CMI
97,Lanzamiento de nuevos programas presencial,✅,✅,✅,✅,❌,❌,Indicadores por CMI
108.1,Nivel de Satisfacción Servicios Prestados - Planea,✅,✅,✅,✅,❌,❌,Indicadores por CMI
108.3,Nivel de Satisfacción Servicios Prestados - Servic,✅,✅,✅,✅,❌,❌,Indicadores por CMI
108.5,Nivel de Satisfacción Servicios Prestados - Admini,✅,✅,✅,✅,❌,❌,Indicadores por CMI
108.6,Nivel de Satisfacción Servicios Prestados - Contab,✅,✅,✅,✅,❌,❌,Indicadores por CMI
108.7,Nivel de Satisfacción Servicios Prestados - Tesore,✅,✅,✅,✅,❌,❌,Indicadores por CMI
108.8,Nivel de Satisfacción Servicios Prestados - Gestió,✅,✅,✅,✅,❌,❌,Indicadores por CMI
108.9,Nivel de Satisfacción Servicios Prestados - Gestió,✅,✅,✅,✅,❌,❌,Indicadores por CMI
108.10,Nivel de Satisfacción Servicios Prestados - Centro,✅,✅,✅,✅,❌,❌,Indicadores por CMI
108.11,Nivel de Satisfacción Servicios Prestados - Desemp,✅,✅,✅,✅,❌,❌,Indicadores por CMI
108.15,Nivel de Satisfacción Servicios Prestados - Datos ,✅,✅,✅,✅,❌,❌,Indicadores por CMI
108.12,Nivel de Satisfacción Servicios Prestados - Prácti,✅,✅,✅,✅,❌,❌,Indicadores por CMI
108.13,Nivel de Satisfacción Servicios Prestados - Formac,✅,✅,✅,✅,❌,❌,Indicadores por CMI
108.14,Nivel de Satisfacción Servicios Prestados - Regist,✅,✅,✅,✅,❌,❌,Indicadores por CMI
999,Presupuesto nomina docente,✅,✅,✅,✅,❌,❌,Indicadores por CMI
998,Renovaciones de Registro Calificado Radicadas en e,✅,✅,✅,✅,❌,❌,Indicadores por CMI
900,Experiencia Institucional - Fase 3- Hub de experie,✅,✅,✅,✅,❌,❌,Indicadores por CMI
901,Centro de Idiomas Fase I - Stand By,✅,✅,✅,✅,❌,❌,Indicadores por CMI
902,CREA Centro de Recursos y Experiencias para el apr,✅,✅,✅,✅,❌,❌,Indicadores por CMI
903,Migración modelo de transporte rotativo,✅,✅,✅,✅,❌,❌,Indicadores por CMI
904,Ecosistema E3,✅,✅,✅,✅,❌,❌,Indicadores por CMI
905,Habilidades Poderosas,✅,✅,✅,✅,❌,❌,Indicadores por CMI
906,Ser PRO,✅,✅,✅,✅,❌,❌,Indicadores por CMI
907,Cultura de una buena docencia,✅,✅,✅,✅,❌,❌,Indicadores por CMI
908,Proyecto Silver,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Prov-1,Valor académico agregado ,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Prov-2,Aporte relativo,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Prov-3,N° Programas con nuevo modelo evaluativo implement,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Prov-4,Programas en modalidad virtual y hibrida en 2025,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Prov-5,Número de cursos  con microcertificación,✅,✅,✅,✅,❌,❌,Indicadores por CMI
11.1,Número de programas registrados en la SED,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Prov-7,Número de estudiantes matriculados  IEDTH,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Prov-8,Índice de Permanencia Docente (NPS),✅,✅,✅,✅,❌,❌,Indicadores por CMI
Prov-9,Índice de Permanencia Administrativos (NPS),✅,✅,✅,✅,❌,❌,Indicadores por CMI
Prov-10,Diseño del Gobierno de IT,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Prov-11,Arquitectura de Microservicios,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Prov-12,Smart Assistant,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Prov-13,Optimización de procesos del ciclo de vida del est,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Prov-14,Cumplimiento proyecto creación del centro de excel,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Prov-15,ïndice de madurez analítica institucional y  por p,✅,✅,✅,✅,❌,❌,Indicadores por CMI
Prov-16,Desempeño de Modelos (Machine Learning - IA),✅,✅,✅,✅,❌,❌,Indicadores por CMI
420.1,Plan anual SGC,✅,✅,✅,✅,❌,❌,Indicadores por CMI
420.2,Plan anual SGA,✅,✅,✅,✅,❌,❌,Indicadores por CMI
420.3,Plan anual Riesgos,✅,✅,✅,✅,❌,❌,Indicadores por CMI
420.4,Plan anual Auditoría,✅,✅,✅,✅,❌,❌,Indicadores por CMI
420.5,Plan anual Direccionamiento estratégico,✅,✅,✅,✅,❌,❌,Indicadores por CMI
415.7,Plan anual Director de gobierno digital,✅,✅,✅,✅,❌,❌,Indicadores por CMI
415.8,Plan anual Gerente de innovación y producto,✅,❌,✅,✅,❌,❌,Indicadores por CMI
415.9,Plan anual Dirección de desarrollo e innovación,✅,✅,✅,✅,❌,❌,Indicadores por CMI
415.14,Plan anual Director de operaciones IT,✅,✅,✅,✅,❌,❌,Indicadores por CMI
415.11,Plan anual Director de operaciones integrales,✅,✅,✅,✅,❌,❌,Indicadores por CMI
415.12,Plan anual Director de permanencia,✅,✅,✅,✅,❌,❌,Indicadores por CMI
415.13,Plan anual Director de servicio,✅,✅,✅,✅,❌,❌,Indicadores por CMI
525.1,Total Ingresos B2B- B2C,✅,✅,✅,✅,❌,❌,Indicadores por CMI
525.2,Total Ingresos B2G ,✅,✅,✅,✅,❌,❌,Indicadores por CMI
525.3,Total ingresos Opciones de grado,✅,✅,✅,✅,❌,❌,Indicadores por CMI
909,Acreditación Institucional  Fase III - Etapa de ev,✅,✅,✅,✅,❌,❌,Indicadores por CMI
910,"Fortalecimiento de la investigacion, la innovación",✅,✅,✅,✅,❌,❌,Indicadores por CMI
911,Fortalecimiento de planta docente,✅,✅,✅,✅,❌,❌,Indicadores por CMI
912,Plataforma de gestión de la información curricular,✅,✅,✅,✅,❌,❌,Indicadores por CMI
913,Actualización de TRD y creación del Plan de gestió,✅,✅,✅,✅,❌,❌,Indicadores por CMI
914,ADN Poli,✅,✅,✅,✅,❌,❌,Indicadores por CMI
915,Gobierno de datos,✅,✅,✅,✅,❌,❌,Indicadores por CMI
916,Herramientas de Gestión para el mejoramiento conti,✅,✅,✅,✅,❌,❌,Indicadores por CMI
917,Ilumno Self Service S&P,✅,✅,✅,✅,❌,❌,Indicadores por CMI
918,Reingeniería de aplicaciones,✅,✅,✅,✅,❌,❌,Indicadores por CMI
919,SOPHIA Sistema de optimización y programación hora,✅,✅,✅,✅,❌,❌,Indicadores por CMI
920,Hubspot CRM,✅,✅,✅,✅,❌,❌,Indicadores por CMI
921,Prime,✅,✅,✅,✅,❌,❌,Indicadores por CMI
922,Proyecto de permanencia institucional,✅,✅,✅,✅,❌,❌,Indicadores por CMI
923,Centro Gastronómico,✅,✅,✅,✅,❌,❌,Indicadores por CMI
924,Modelo de seguimiento al graduado,✅,✅,✅,✅,❌,❌,Indicadores por CMI
925,Pricing,✅,✅,✅,✅,❌,❌,Indicadores por CMI
542,Tasa de cotización del graduado - Metrica,✅,✅,✅,✅,❌,❌,Indicadores por CMI
547,Nivel de satisfacción del graduado con la instituc,✅,✅,✅,✅,❌,❌,Indicadores por CMI
543,Tasa de interacción por usuario,✅,✅,✅,✅,❌,❌,Indicadores por CMI
928,Fortalecimiento del proceso de visibilidad naciona,✅,✅,✅,✅,❌,❌,Indicadores por CMI
927,Sistema de medición de resultados de aprendizaje,✅,✅,✅,✅,❌,❌,Indicadores por CMI
926,Titulación Autogestionada,✅,✅,✅,✅,❌,❌,Indicadores por CMI
